IdDeportista, Deportista, Especialidad, Torneo, MejorMarca, PeorMarca, Intento
(628, 'Hugues Fabrice ZANGO', 'largo', 'Torneo de Benin', 1994.0, 1816.0, 5)
(19, 'Isiah YOUNG', 'tiempo', 'Torneo de Macedonia', 10728.0, 9769.0, 1)
(618, 'Patrícia MAMONA', 'largo', 'Torneo de Kuwait', 1996.0, 1814.0, 6)
(713, 'Shadae LAWRENCE', 'lanzamiento', 'Torneo de Ecuador', 7905.0, 7191.0, 1)
(485, 'Maksim NEDASEKAU', 'altura', 'Torneo de Uruguay', 261.0, 237.0, 7)
(118, 'Courtney OKOLO', 'tiempo', 'Torneo de Iraq', 47791.0, 43451.0, 1)
(402, 'Elvira HERMAN', 'tiempo', 'Torneo de New Zealand', 13305.0, 12105.0, 1)
(412, 'Abdelmalik LAHOULOU', 'tiempo', 'Torneo de Chile', 50702.0, 46099.0, 1)
(786, 'Magnus KIRT', 'lanzamiento', 'Torneo de Nigeria', 9958.0, 9065.0, 2)
(695, 'Mason FINLEY', 'lanzamiento', 'Torneo de Qatar', 7901.0, 7186.0, 6)
(396, 'Queen CLAYE', 'tiempo', 'Torneo de Djibouti', 13295.0, 12098.0, 1)
(472, 'Courtney FRERICHS', 'tiempo', 'Torneo de Solomon Islands', 528970.0, 482244.0, 1)
(113, 'Galefele MOROKO', 'tiempo', 'Torneo de Czechia', 47776.0, 43452.0, 1)
(489, 'Andriy PROTSENKO', 'altura', 'Torneo de Wales', 261.0, 237.0, 8)
(648, 'Darlan ROMANI', 'lanzamiento', 'Torneo de Ukraine', 2521.0, 2291.0, 8)
(350, 'Sisay LEMMA', 'tiempo', 'Torneo de Peru', 8023521.0, 7309275.0, 1)
(392, 'Kendell WILLIAMS', 'tiempo', 'Torneo de Vietnam', 13304.0, 12100.0, 1)
(387, 'Kendra HARRISON', 'tiempo', 'Torneo de Eritrea', 13308.0, 12100.0, 1)
(588, 'Maryna BEKH-ROMANCHUK', 'largo', 'Torneo de Venezuela', 956.0, 869.0, 2)
(466, 'Gesa Felicitas KRAUSE', 'tiempo', 'Torneo de Mauritius', 528951.0, 481492.0, 1)
(584, 'Ese BRUME', 'largo', 'Torneo de Saint Lucia', 956.0, 869.0, 5)
(631, 'Ruiting WU', 'largo', 'Torneo de Madagascar', 1996.0, 1815.0, 4)
(604, 'Keturah ORJI', 'largo', 'Torneo de United States', 1996.0, 870.0, 9)
(269, 'Andamlak BELIHU', 'tiempo', 'Torneo de Mexico', 3827938.0, 1608408.0, 1)
(393, 'Brianna MCNEAL', 'tiempo', 'Torneo de Iraq', 13293.0, 12109.0, 1)
(186, 'Gudaf TSEGAY', 'tiempo', 'Torneo de Morocco', 229566.0, 208792.0, 1)
(693, 'Piotr MAŁACHOWSKI', 'lanzamiento', 'Torneo de Cambodia', 7903.0, 7186.0, 6)
(119, 'Laviai NIELSEN', 'tiempo', 'Torneo de Kenya', 47793.0, 43466.0, 1)
(481, 'Mekides ABEBE', 'tiempo', 'Torneo de Saint Vincent and the Grenadines', 529087.0, 481379.0, 1)
(447, 'Benjamin KIGEN', 'tiempo', 'Torneo de Sweden', 528889.0, 481168.0, 1)
(122, 'Sharrika BARNETT', 'tiempo', 'Torneo de Brazil', 47776.0, 43452.0, 1)
(284, 'Geoffrey KAMWOROR', 'tiempo', 'Torneo de Bulgaria', 3827647.0, 3484230.0, 1)
(660, 'Mesud PEZER', 'lanzamiento', 'Torneo de India', 2521.0, 2291.0, 5)
(117, 'Sydney MCLAUGHLIN', 'tiempo', 'Torneo de United States', 50649.0, 43453.0, 1)
(468, 'Hyvin KIYENG', 'tiempo', 'Torneo de Kenya', 528800.0, 481179.0, 1)
(757, 'Zalina PETRIVSKAYA', 'lanzamiento', 'Torneo de San Marino', 8992.0, 8175.0, 9)
(499, 'Hamish KERR', 'altura', 'Torneo de Vietnam', 261.0, 237.0, 6)
(14, 'Abdul Hakim SANI BROWN', 'tiempo', 'Torneo de Mali', 21450.0, 9763.0, 1)
(374, 'Shunya TAKAYAMA', 'tiempo', 'Torneo de Laos', 13308.0, 12102.0, 1)
(699, 'Apostolos PARELLIS', 'lanzamiento', 'Torneo de Bolivia', 7898.0, 7188.0, 4)
(303, 'Kibiwott KANDIE', 'tiempo', 'Torneo de Papua New Guinea', 3828626.0, 3485317.0, 1)
(594, 'Ivana ŠPANOVIĆ', 'largo', 'Torneo de Singapore', 956.0, 869.0, 1)
(372, 'Gabriel CONSTANTINO', 'tiempo', 'Torneo de Timor-Leste', 13306.0, 12098.0, 1)
(636, 'Alexsandro MELO', 'largo', 'Torneo de Saint Lucia', 1995.0, 1814.0, 1)
(568, 'Luvo MANYONGA', 'largo', 'Torneo de Guatemala', 956.0, 869.0, 10)
(756, 'Alexandra TAVERNIER', 'lanzamiento', 'Torneo de Lebanon', 8990.0, 8179.0, 9)
(519, 'Svetlana RADZIVIL', 'altura', 'Torneo de Turkey', 261.0, 237.0, 5)
(2, 'Noah LYLES', 'tiempo', 'Torneo de Puerto Rico', 21444.0, 9760.0, 1)
(505, 'Mariya LASITSKENE', 'altura', 'Torneo de Puerto Rico', 261.0, 237.0, 1)
(328, 'Azmera ABREHA', 'tiempo', 'Torneo de Palau', 8029944.0, 7311781.0, 1)
(581, 'JuVaughn HARRISON', 'largo', 'Torneo de Montenegro', 956.0, 869.0, 6)
(153, 'Catriona BISSET', 'tiempo', 'Torneo de Hungary', 112078.0, 101954.0, 1)
(379, 'Antonio ALKANA', 'tiempo', 'Torneo de Romania', 13307.0, 12099.0, 1)
(408, 'TJ HOLMES', 'tiempo', 'Torneo de Comoros', 50687.0, 46094.0, 1)
(162, 'Habitam ALEMU', 'tiempo', 'Torneo de Haiti', 112017.0, 101994.0, 1)
(785, 'Maria ANDREJCZYK', 'lanzamiento', 'Torneo de Gambia', 9967.0, 9062.0, 2)
(228, 'Margaret Chelimo KIPKEMBOI', 'tiempo', 'Torneo de Ukraine', 849119.0, 772274.0, 1)
(640, 'Andy DÍAZ', 'largo', 'Torneo de Niger', 1995.0, 1815.0, 9)
(297, 'Seifu TURA', 'tiempo', 'Torneo de Congo Democratic Republic of the', 3829025.0, 3481150.0, 1)
(727, 'Paweł FAJDEK', 'lanzamiento', 'Torneo de Comoros', 8988.0, 8174.0, 1)
(667, 'Danniel THOMAS-DODD', 'lanzamiento', 'Torneo de Saint Vincent and the Grenadines', 2521.0, 2292.0, 10)
(32, 'Briana WILLIAMS', 'tiempo', 'Torneo de Qatar', 10736.0, 9762.0, 1)
(302, 'Leonard LANGAT', 'tiempo', 'Torneo de Greece', 3827462.0, 3481507.0, 1)
(91, 'Nathan STROTHER', 'tiempo', 'Torneo de Burkina Faso', 47750.0, 43463.0, 1)
(238, 'Karissa SCHWEIZER', 'tiempo', 'Torneo de Nicaragua', 848970.0, 772237.0, 1)
(442, 'Kori CARTER', 'tiempo', 'Torneo de Malawi', 50694.0, 46117.0, 1)
(460, 'Andrew BAYER', 'tiempo', 'Torneo de New Zealand', 529061.0, 481036.0, 1)
(263, 'Stephanie TWELL', 'tiempo', 'Torneo de Morocco', 1766905.0, 1610159.0, 1)
(203, 'Shannon OSIKA', 'tiempo', 'Torneo de Turkey', 229623.0, 208852.0, 1)
(61, 'Salwa Eid NASER', 'tiempo', 'Torneo de Luxembourg', 47771.0, 19504.0, 1)
(146, 'Francine NIYONSABA', 'tiempo', 'Torneo de Libya', 112075.0, 101892.0, 1)
(551, 'Angelica BENGTSSON', 'altura', 'Torneo de Germany', 667.0, 606.0, 5)
(494, 'Daniil TSYPLAKOV', 'altura', 'Torneo de Slovakia', 261.0, 237.0, 6)
(112, 'Christine BOTLOGETSWE', 'tiempo', 'Torneo de Australia', 47791.0, 43471.0, 1)
(109, 'Phyllis FRANCIS', 'tiempo', 'Torneo de Lithuania', 47792.0, 43450.0, 1)
(258, 'Molly HUDDLE', 'tiempo', 'Torneo de Bhutan', 1768204.0, 1608385.0, 1)
(313, 'Roza DEREJE', 'tiempo', 'Torneo de Senegal', 8029156.0, 3481121.0, 1)
(678, 'Dimitriana SURDU', 'lanzamiento', 'Torneo de South Sudan', 2521.0, 2291.0, 6)
(214, 'Lopez LOMONG', 'tiempo', 'Torneo de Nigeria', 1768421.0, 772331.0, 1)
(451, 'Abraham KIBIWOT', 'tiempo', 'Torneo de Marshall Islands', 528923.0, 481060.0, 1)
(421, 'Takatoshi ABE', 'tiempo', 'Torneo de Bulgaria', 50692.0, 46116.0, 1)
(403, 'Britany ANDERSON', 'tiempo', 'Torneo de Antigua and Barbuda', 13297.0, 12105.0, 1)
(776, 'Eda TUĞSUZ', 'lanzamiento', 'Torneo de Trinidad and Tobago', 9965.0, 9071.0, 8)
(758, 'Laura IGAUNE', 'lanzamiento', 'Torneo de Ivory Coast', 8990.0, 8175.0, 2)
(529, 'Paweł WOJCIECHOWSKI', 'altura', 'Torneo de Slovenia', 667.0, 606.0, 1)
(659, 'Armin SINANČEVIĆ', 'lanzamiento', 'Torneo de Syria', 2520.0, 2292.0, 2)
(141, 'Collins KIPRUTO', 'tiempo', 'Torneo de Czechia', 112056.0, 101906.0, 1)
(384, 'Danielle WILLIAMS', 'tiempo', 'Torneo de Moldova', 13306.0, 12100.0, 1)
(629, 'Pedro Pablo PICHARDO', 'largo', 'Torneo de Serbia', 1996.0, 1815.0, 4)
(438, 'Sara Slott PETERSEN', 'tiempo', 'Torneo de United States', 50701.0, 46122.0, 1)
(482, 'Mercy WANJIRU', 'tiempo', 'Torneo de Marshall Islands', 529071.0, 481184.0, 1)
(522, 'María Fernanda MURILLO', 'altura', 'Torneo de Thailand', 261.0, 237.0, 4)
(444, 'Conseslus KIPRUTO', 'tiempo', 'Torneo de Italy', 528674.0, 481433.0, 1)
(452, 'Chala BEYO', 'tiempo', 'Torneo de Georgia', 529015.0, 481040.0, 1)
(650, 'Michał HARATYK', 'lanzamiento', 'Torneo de Turkey', 2521.0, 2293.0, 10)
(719, 'Laulauga TAUSAGA', 'lanzamiento', 'Torneo de Suriname', 7904.0, 7187.0, 3)
(210, 'Nicholas Kipkorir KIMELI', 'tiempo', 'Torneo de Andorra', 849023.0, 772709.0, 1)
(177, 'Jake WIGHTMAN', 'tiempo', 'Torneo de Bosnia and Herzegovina', 229574.0, 208828.0, 1)
(9, 'Zharnel HUGHES', 'tiempo', 'Torneo de Sri Lanka', 10734.0, 9766.0, 1)
(495, 'Joel BADEN', 'altura', 'Torneo de Turkmenistan', 261.0, 237.0, 9)
(741, 'Yevgeniy KOROTOVSKIY', 'lanzamiento', 'Torneo de Nigeria', 8987.0, 8176.0, 10)
(126, 'Ferguson Cheruiyot ROTICH', 'tiempo', 'Torneo de Netherlands', 112019.0, 101918.0, 1)
(766, 'Huihui LYU', 'lanzamiento', 'Torneo de Bolivia', 9959.0, 9063.0, 9)
(677, 'Jeneva STEVENS', 'lanzamiento', 'Torneo de Palau', 2521.0, 2291.0, 7)
(493, 'Bohdan BONDARENKO', 'altura', 'Torneo de Turkmenistan', 261.0, 237.0, 10)
(526, 'Armand DUPLANTIS', 'altura', 'Torneo de Czechia', 667.0, 606.0, 1)
(410, 'Alison DOS SANTOS', 'tiempo', 'Torneo de Mexico', 50689.0, 46095.0, 1)
(377, 'Andrew POZZI', 'tiempo', 'Torneo de Nauru', 13306.0, 12104.0, 1)
(151, 'Laura MUIR', 'tiempo', 'Torneo de Malawi', 229591.0, 101895.0, 1)
(439, 'Nikita TRACEY', 'tiempo', 'Torneo de Ivory Coast', 50617.0, 46153.0, 1)
(250, 'Senbere TEFERI', 'tiempo', 'Torneo de Guyana', 3828714.0, 1608244.0, 1)
(698, 'Simon PETTERSSON', 'lanzamiento', 'Torneo de Tanzania', 7898.0, 7192.0, 3)
(688, 'Lois Maikel MARTÍNEZ', 'lanzamiento', 'Torneo de Panama', 7902.0, 7187.0, 7)
(733, 'Hleb DUDARAU', 'lanzamiento', 'Torneo de Comoros', 8988.0, 8178.0, 6)
(101, 'Jonathan JONES', 'tiempo', 'Torneo de Papua New Guinea', 47794.0, 43455.0, 1)
(422, 'Patryk DOBEK', 'tiempo', 'Torneo de Kazakhstan', 50679.0, 46106.0, 1)
(247, 'Rosemary Monica WANJIRU', 'tiempo', 'Torneo de Philippines', 1768687.0, 1608863.0, 1)
(79, 'Clarence MUNYAI', 'tiempo', 'Torneo de Peru', 21434.0, 19503.0, 1)
(704, 'Robert URBANEK', 'lanzamiento', 'Torneo de Georgia', 7905.0, 7194.0, 3)
(222, 'Paul CHELIMO', 'tiempo', 'Torneo de Saudi Arabia', 849132.0, 772442.0, 1)
(180, 'Ronald KWEMOI', 'tiempo', 'Torneo de Denmark', 229584.0, 209025.0, 1)
(703, 'David WROBEL', 'lanzamiento', 'Torneo de Iraq', 7905.0, 7191.0, 5)
(500, 'Tihomir IVANOV', 'altura', 'Torneo de Virgin Islands (British)', 261.0, 237.0, 4)
(543, 'Anzhelika SIDOROVA', 'altura', 'Torneo de Zambia', 667.0, 606.0, 9)
(125, 'Donavan BRAZIER', 'tiempo', 'Torneo de Malta', 112075.0, 101977.0, 1)
(545, 'Sandi MORRIS', 'altura', 'Torneo de Ukraine', 667.0, 606.0, 8)
(435, 'Amalie IUEL', 'tiempo', 'Torneo de Serbia', 50693.0, 46104.0, 1)
(342, 'Ababel YESHANEH', 'tiempo', 'Torneo de Albania', 8030474.0, 7304941.0, 1)
(159, 'Natalya PRYSHCHEPA', 'tiempo', 'Torneo de Bhutan', 111904.0, 101893.0, 1)
(496, 'Django LOVETT', 'altura', 'Torneo de Rwanda', 261.0, 237.0, 9)
(548, 'Katie NAGEOTTE', 'altura', 'Torneo de Saint Kitts and Nevis', 667.0, 606.0, 4)
(389, 'Chanel BRISSETT', 'tiempo', 'Torneo de Virgin Islands (British)', 13303.0, 12107.0, 1)
(352, 'Kinde ATANAW', 'tiempo', 'Torneo de Guyana', 8025039.0, 7301386.0, 1)
(375, 'Orlando BENNETT', 'tiempo', 'Torneo de Micronesia', 13307.0, 12099.0, 1)
(216, 'Yomif KEJELCHA', 'tiempo', 'Torneo de Qatar', 3828454.0, 772725.0, 1)
(497, 'Takashi ETO', 'altura', 'Torneo de Uruguay', 261.0, 237.0, 6)
(574, 'Changzhou HUANG', 'largo', 'Torneo de Equatorial Guinea', 956.0, 870.0, 9)
(612, 'Kristin GIERISCH', 'largo', 'Torneo de Kyrgyzstan', 1996.0, 1814.0, 4)
(100, 'Wilbert LONDON', 'tiempo', 'Torneo de Laos', 47706.0, 43456.0, 1)
(270, 'Jemal Yimer MEKONNEN', 'tiempo', 'Torneo de Australia', 3826906.0, 1610950.0, 1)
(305, 'Ruth CHEPNGETICH', 'tiempo', 'Torneo de Brunei', 8028469.0, 3482162.0, 1)
(420, 'Dharun AYYASAMY', 'tiempo', 'Torneo de Malawi', 50696.0, 46102.0, 1)
(381, 'Shane BRATHWAITE', 'tiempo', 'Torneo de Slovakia', 13307.0, 12128.0, 1)
(697, 'Reggie JAGERS III', 'lanzamiento', 'Torneo de Bulgaria', 7905.0, 7188.0, 7)
(277, 'Yemaneberhan CRIPPA', 'tiempo', 'Torneo de Netherlands', 1768515.0, 1609113.0, 1)
(583, 'Malaika MIHAMBO', 'largo', 'Torneo de Zimbabwe', 956.0, 869.0, 9)
(665, 'Lijiao GONG', 'lanzamiento', 'Torneo de Saint Lucia', 2521.0, 2291.0, 8)
(140, 'Ayanleh SOULEIMAN', 'tiempo', 'Torneo de Barbados', 229580.0, 101918.0, 1)
(95, 'Vernon NORWOOD', 'tiempo', 'Torneo de Belize', 47793.0, 43464.0, 1)
(340, 'Ruti AGA', 'tiempo', 'Torneo de Turkey', 8030158.0, 7301667.0, 1)
(578, 'Maykel MASSÓ', 'largo', 'Torneo de South Korea', 956.0, 869.0, 10)
(504, 'Luis Enrique ZAYAS', 'altura', 'Torneo de Puerto Rico', 261.0, 237.0, 7)
(98, 'Quincy HALL', 'tiempo', 'Torneo de Ukraine', 50664.0, 43457.0, 1)
(75, 'Alex WILSON', 'tiempo', 'Torneo de Venezuela', 21422.0, 19515.0, 1)
(8, 'Arthur CISSÉ', 'tiempo', 'Torneo de Georgia', 10735.0, 9760.0, 1)
(709, 'Claudine VITA', 'lanzamiento', 'Torneo de India', 7905.0, 7189.0, 3)
